"","JPM","ETN","NVDA","NEE","V","AMZN","MSFT","PGR","XOM","WELL","PG","WMT"
"2016-02-05",-0.0111924294949433,0.00550373448914521,-0.065176775291601,0.000792785348128601,-0.0294743501079022,-0.0657600326155395,-0.0360261365358952,0.00130365801798376,0.00312685623357945,0.00460483986289662,0.00617681957315049,0.0086944155991008
"2016-02-08",-0.0211749467182497,0.00819882898050801,-0.0468622285317062,0.00491706903722237,-0.0541368525772995,-0.0283387441994462,-0.0150646222870037,0.000976752182016479,0.0133963140625014,-0.0410725195011081,0.0173365317814639,-0.00149346324946962
"2016-02-09",-0.00603177374489537,-0.0114974860681604,0.0106491108608423,0.0102822757672272,0.00822892693092292,-0.0124309841135058,-0.00263471751388997,0.00486941983547072,-0.00436107827673804,-0.0832668161870068,0.000241696698642799,-0.0164272997067188
"2016-02-10",-0.0121732648964887,-0.0144204696112807,-0.00235669877904544,-0.0140559638677994,0.0262872024964918,0.0172951633835733,0.00868784422143955,0.000970979972639397,-0.00915748828827148,-0.000538402798221623,-0.0124189492964398,-0.000303829432161454
"2016-02-11",-0.0451313462392448,-0.0112362759806889,-0.00512516942005711,-0.0163093798957579,-0.0242403435758118,0.0268345505191902,-0.000402526596120696,-0.022244820034253,0.00314553068321204,-0.0371191006954144,-0.0212986221072537,-0.00716953375872002
"2016-02-12",0.0799989601356391,0.020503833842588,0.0168529427998546,-0.0020575142182823,0.0280818815322999,0.00644972486370084,0.0161697000959591,0.0373358796523249,0.0178053285633098,0.0133230391629736,0.0135496251554023,0.01308021410618
"2016-02-16",0.0148483374912681,0.0113741072832885,0.0478088230446928,0.00607103521747407,0.00960992479057034,0.0272731879464181,0.0187697838053188,0.00856727061097045,0.00234187358477666,0.0282731639359871,0.00590941622655084,-0.00423971789282122
"2016-02-17",0.0071721236178399,0.0214752567154201,0.0245210350428807,-0.00822246424076892,0.0149661476987381,0.0246411108608866,0.0256993413061379,0.0128711646664243,0.00955782517701876,0.0101346761816348,0.0119570390450137,0.00318123874680615
"2016-02-18",-0.0164697845057135,0.00338659652509436,0.0825421644632891,0.0256925449323355,-0.0110284018969183,-0.0171848218971847,-0.00439734651889907,-0.00343691641381479,0.00547285867013172,0.037327495180877,-0.00571645504158286,-0.0305637673114345
"2016-02-19",0.000173262446876803,-0.00338659652509436,0.0132279657338557,0.00366674141155373,0.00406286132601511,0.0186815823246565,-0.00711455391552483,-0.00125301607287945,0.000606392641289948,0.00882232653295661,-0.00232053033459436,0.00838638550639857
"2016-02-22",0.0128879763325896,0.0293801966748307,0.0348647566490316,0.00824456502948575,0.021163963539295,0.0449636964717934,0.0158899127670501,0.0037536411559709,-0.00133423666517971,0.0189081133561056,0.00414873825459937,0.0148900654902469
"2016-02-23",-0.0427306357783762,-0.0197850913033924,0.00253499769781397,0.00362348824753244,-0.0125337522604099,-0.0117940680284552,-0.0283175235710069,-0.0031269762490613,-0.0141796516023224,0.00561961996095527,-0.00390409881320452,0.0128683808928145
"2016-02-24",0.000356394172879393,0.00441133616733621,0.00693784783255638,0.006486575440216,-0.0041663158592013,0.00198740082926032,0.00351081739435302,-0.00250854551672186,0.00356371718950976,0.0142384029803285,-0.00306061241181876,0.00958097290896791
"2016-02-25",0.0153780677380046,0.00841479604122422,0.00219747576342077,-0.00138014030113948,0.0195704957925297,0.00200146231704172,0.0143051885718251,0.00999672301244742,0.00599293625637913,0.0181951178670855,0.00951791811232347,0.0136136274973347
"2016-02-26",0.00925370172279843,-0.000174631444204287,-0.00660689013057395,-0.0290790480599155,-0.00739721932277131,0.000144084373089822,-0.0154740920336802,-0.00186634371623029,-0.00317527089143813,0.0131572368027226,-0.0151737653985314,-0.022743413177427
"2016-02-29",-0.0217858883326921,-0.00982624756823668,-0.00651573466126092,0.00266272371073009,-0.00468590958600833,-0.00489280893128843,-0.00822072168089973,-0.00593492015426327,-0.0197660621972607,0.00439980475222013,-0.0100377819586932,-0.00255949245915291
"2016-03-01",0.0502270112345851,0.0235266349432013,0.0433698065671258,-0.00195218477787538,0.0306082141526534,0.0468819362728858,0.0328658204936371,0.0201587744183786,0.0140000328430502,0.0339119695662024,0.0116391129849936,0.00180753834475749
"2016-03-02",0.00941489266968804,-0.00189660582644926,0.00578462908361702,-0.00213356843860392,-0.00456561680283499,0.00201855717629986,0.00701248882404079,0.0109925134957763,0.0173197976472666,0.0142958809197398,0.0161201108461873,-0.00376900139069444
"2016-03-03",0.00334136830823852,0.00781194230855152,-0.00884265666087919,-0.00660733497986411,-0.00526291656259812,-0.00469896965606198,-0.0113962601937911,0.016862787065272,-0.00363427360619006,-0.0141442073443683,0.00350666959670381,-0.00105779210203193
"2016-03-04",0.00149987293624526,0.00207303873665266,-0.00306778179397677,0.023638431195147,-0.000135149941772409,-0.00407764737986964,-0.00613146914479873,-0.00899831612798083,-0.00133607074555142,0.0030259860935106,0.00781529058741537,0.00963019530788548
"2016-03-07",-0.00183355773735276,0.0182955487843312,-0.00647240910793332,0.00139910122886598,-0.0268800658246295,-0.0216891848105633,-0.0194065170036548,0.00420939805051388,0.026028797782769,0.0102212032419892,-0.00468181696252277,0.0164851247918686
"2016-03-08",-0.0195424184833192,-0.0196772606098276,-0.0184121283123184,0.00869937877418122,-0.0185195252101576,-0.00452332442367213,0.012076233919123,-0.00904163139536917,-0.0219053952448232,-0.0152191525604827,-0.000481257783179935,0.00220684068479465
"2016-03-09",0.00576744774764699,0.0118527904436781,-0.00062999617588894,0.00699172514039512,0.00084918449988012,-0.00141109720703445,0.0227781953167872,0,-0.00278733179239443,0.00967067063809014,-0.0012049444524496,-0.000148135202099005
"2016-03-10",-0.00866390635800974,0.0144109915855156,-0.00157707488313344,-0.00491503305811295,-0.0065289956240416,-0.000965612373334316,-0.0150634829514319,-0.00576898183200201,-0.0026735012478994,-0.0208166207322328,-0.00823056207474643,-0.00177822411254454
"2016-03-11",0.0123784732381916,0.0120461913298132,0.0169017730203839,0.00112295715370464,0.0198804900160071,0.0189276208604524,0.0194070169996587,0.0112033407406498,0.000121820526296259,0.0215683356534577,-0.00646227502261353,-0.00356677433786543
"2016-03-14",-0.0037145668801817,0.00613423111961445,0.00248004520417752,0.000172852111347751,-0.00195592889629826,0.00657937357870795,0.00188225298364002,-0.00513164023225596,0.00267282057956557,-0.0003009826435083,-0.00711987693399527,0.00282465199581904
"2016-03-15",0.00135239455885313,-0.000826570380982522,-0.00496602906989383,-0.00207416925687997,0.00585714200336179,0.00634565814920567,0.00786813101826688,0.00723758952832783,0.004963053983403,-0.0117930362962029,0.00172304659935851,0.0107793054380828
"2016-03-16",-0.00474115040916126,0.00544430752728465,0.0294318241217397,0.0130632414637389,0.006377173363299,-0.00477728555176783,0.0140820593246388,0.0219920584980257,0.000603613667123516,0.0120940189397113,0.000368763475397974,-0.001469755841842
"2016-03-17",-0.00288914249927982,0.0376183705771262,-0.00849508219685399,0.0102783007186738,0.0105834777933465,-0.0261633488233407,0.00568780000081375,0.0128503116737225,0.014733253741717,0.0152105024011575,0.0171863786294593,-0.00797467126062787
"2016-03-18",0.0290215256922441,0.00568790713832916,0.0297184406822804,0.00143547636321212,0.00871205115776184,-0.0132433211306356,-0.0216377511566258,0.00434349021434122,0.00118843625478732,-0.00638433767416295,0.00482224563585786,-0.00744027011109911
"2016-03-21",-0.000330485327223858,0.00330330189063817,0.00295369465132499,-0.00787885447465055,-0.000135830887543795,0.00343559689932826,0.00689343970437486,0.00920347276138352,-0.00691191693305962,-0.00447800252052905,0.00204247126628606,0.0151204099597477
"2016-03-22",-0.00364579515820052,-0.00409132796500403,-0.00177139982989404,-0.00451803024797609,-0.0110404111930068,0.0116650019102452,0.00389168394691844,0.00314452091934128,0.00596119737604332,-0.00149763018776158,-0.00698530635809349,-0.00147235311372792
"2016-03-23",-0.00499237612155963,-0.0149326534973979,0.0169895832848347,0.00553819180866425,0.0129363887437935,0.0161934837770844,-0.00185129409209497,0.00370286594933482,-0.00440780688938009,0.00209564280077543,0.000966488266250658,-0.0060591727670053
"2016-03-24",-0.00770404985739937,-0.00176196946872625,0.0014509191409762,0.00669013392043341,0.00310738367530334,0.0231143387534985,0.00443720185624828,-0.0102885628251753,0.00274246257103475,0.00119552956893662,0.000844397478079002,0.00797278937702842
